designation,perihelion_year,perihelion_month,perihelion_day,perihelion_distance_au,eccentricity,argument_of_perihelion_degrees,longitude_of_ascending_node_degrees,inclination_degrees,magnitude_g,magnitude_k,reference
297P,2008,3,21.028727670890788,2.408841475140024,0.3086061015924718,131.8200424556797,98.28508007705238,10.26338969566903,6.7,20.5,JPL 35
298P,2007,3,5.289413542882165,2.050749261384333,0.4124512312570384,95.62396841446541,57.11785513368926,8.021636682908646,16.1,8.25,JPL 17
299P,2015,2,23.689577909227246,3.139914933246871,0.2826985225804176,323.5882960019644,271.6742625309867,10.47679893079015,6.3,18.5,JPL 50
300P,2018,11,2.0381511012796065,0.8321635256456484,0.6916541763420719,222.8674925149215,95.69013956507769,5.676017649166652,16.8,20.5,JPL K233/6
301P,2001,1,30.68615531247368,2.346308951540876,0.5874237816666159,189.4009432476928,355.783207956279,10.61830488121625,10.9,16.25,JPL 5
302P,2016,4,30.282530509600534,3.301814398943658,0.2286603802965505,208.2383275969258,121.7734066211957,6.030409767744777,11.1,10.25,JPL 20
303P,2014,10,6.6535070150164355,2.484534367008052,0.5104466367813351,356.5515771598983,348.2159582370113,7.065944973263298,16.2,4.5,JPL 35
304P,2008,10,19.721133657045797,1.381374261941145,0.5741759196221194,329.661369090363,60.68208309572269,2.755646325567597,15.1,14.75,JPL 67
305P,2014,11,19.13850763346272,1.404132014502971,0.6961109774321921,144.892345338888,242.0228259070422,11.51937152271314,16.4,4.5,JPL 40
306P,2003,8,13.962990470448286,1.246936483690815,0.5982527242450633,0.7686711294106036,341.4985456584413,8.364458476453748,19.4,4.5,JPL 32
307P,2014,12,20.093570013128772,1.888710843667391,0.6747433745327486,222.1126160655606,158.120857479238,4.424844787399268,13.1,15.75,JPL 20
308P,2015,5,15.124065030343854,4.256179974766893,0.3622855166619091,333.7041832511675,63.14293375370336,4.84039172448794,14.1,4.5,JPL 55
309P,2005,9,28.204385206136955,1.749559465978092,0.6068855260398193,50.7607245359113,11.44749154560399,17.66431514401445,15.8,7.75,JPL 44
310P,2006,10,18.751613056936943,2.392856363269942,0.4253879978108047,31.15709986226961,9.039627835072473,13.18783486346091,12.0,14.75,JPL 34
311P,2014,4,15.96901022135941,1.936118959806969,0.1155581632536371,144.2928059076631,279.2893239140268,4.968041003605256,18.8,4.5,JPL 29
312P,2020,9,24.818791657804873,1.97133446358249,0.4301261065680864,207.6864568278413,144.8876997731253,19.79185944286617,16.9,7.5,JPL 20
313P,2014,8,28.5070083483028,2.392002925658989,0.2416803378401962,253.5198302579194,106.4958806379068,10.96636974628407,16.7,4.5,JPL 23
314P,2016,10,7.867872163724259,4.249163344563007,0.4159500950074809,213.4079051181283,267.7033826809073,3.97658818875879,12.6,5.5,JPL 44
315P,2016,12,7.436015142714664,2.429764587841579,0.5162876395658382,66.94330679933111,69.60056903244464,17.9065964068757,10.4,11.5,JPL 24
316P,2006,11,7.762937746798218,3.607419001444823,0.1665019167158464,191.76806241,246.9324673834622,9.882899576122895,14.4,4.5,JPL 4
317P,2015,8,8.485417330447708,1.241120633384629,0.5802367336096209,334.7414112496747,275.6928943657105,11.96256602840096,19.5,4.5,JPL 17
318P,2015,10,21.01890790711301,2.445459197271844,0.67524419930809,313.1772198940606,35.75431008823115,17.89485253850064,9.6,13.5,JPL 29
319P,2015,7,1.9317350345064699,1.196984821961382,0.6649895893452826,203.680886999486,111.366703546384,15.07422840374957,17.0,9.0,JPL 34
320P,2010,2,21.082541869619618,0.9853603272859196,0.6824438904394822,0.6659741140897921,295.9559793074027,4.893564317653751,19.6,14.25,JPL 30
322P,2015,9,4.064054399371134,0.0536555610873724,0.9786764762641811,49.04947677107452,359.5244877541514,12.58923564712983,19.0,10.0,JPL 10
323P,2021,1,17.63133967211941,0.03920680411129698,0.9848146554449634,353.174037364294,324.2293934593959,5.369934733442033,23.6,4.5,JPL K212/6
324P,2010,6,22.893173080877627,2.617981346524649,0.1537858473884784,58.90024879383949,270.6510104220577,21.42002742328922,7.5,25.0,JPL 31
325P,2009,5,22.393187376192152,1.280492889591704,0.6240764667544746,346.9956458256836,258.8725009094519,16.31803073241763,15.5,14.5,JPL 51
326P,2015,10,22.595331118456784,2.778233345773257,0.3178512605615882,278.8678664716045,99.81729819026255,2.470673242580686,16.1,4.75,JPL 28
327P,2022,9,2.5682735450379512,1.557567397920367,0.5628248612402331,185.0217384688107,173.9742487312652,36.2450020993899,13.4,18.0,JPL 52
328P,2007,5,11.242036417519792,1.879896986569664,0.5519165285267575,30.32950110112726,341.8127209889299,17.71141989127191,7.1,34.0,JPL 10
329P,2015,12,5.2645740239119325,1.660001273754004,0.680109065386654,342.3138013015565,88.79191071850279,21.46698380887283,8.9,36.5,JPL 13
330P,2016,8,31.9750835503167,2.969730196040214,0.5493461082416998,186.7160872860901,294.3374354716123,15.54774371079235,10.1,13.0,JPL 53
331P,2015,6,14.91838808095515,2.880091386788569,0.04162092936179756,177.8652913669414,216.8567409364987,9.738048614887637,16.6,4.5,JPL 34
332P,2010,10,13.337786448135649,1.578843245741469,0.4885908891896427,152.4295764,3.818488699831708,9.377956220678412,5.2,22.0,JPL 22
332P-A,2016,3,17.275237073904073,1.57288503216498,0.4903831843196049,152.4411866715716,3.782825733579562,9.386909313710495,16.9,12.75,JPL 15
332P-B,2016,3,17.16153769872846,1.572791317562297,0.4898263152436984,152.3752487793967,3.797296490584412,9.381510286827444,16.5,17.0,JPL 10
332P-C,2016,3,17.2217637791964,1.572848328127847,0.4903314632865027,152.4263158364564,3.784403005574021,9.38559915386272,17.1,10.0,JPL 17
332P-D,2016,3,17.410409007922638,1.571390084018209,0.4903880165004817,152.5657882295672,3.757283174204405,9.3792957034456,19.5,10.0,JPL 9
332P-G,2016,3,19.645744328899976,1.550700842724582,0.4937203535664774,154.5019542646561,3.634335136908687,9.273303254725556,20.6,10.0,JPL 8
332P-H,2016,3,17.411382997178276,1.572780969375128,0.4903896096678771,152.4327991267077,3.784840266668476,9.385728963520291,19.0,10.0,JPL 13
332P-I,2016,3,17.40866816905611,1.573034604655491,0.4898972538101553,152.3748998625784,3.795084014090135,9.38137218936555,19.7,10.0,JPL 8
333P,2016,4,3.938573709197083,1.115432365305431,0.7359068833713893,26.1430406449354,115.5625764798137,131.8794500590109,15.0,7.5,JPL 36
334P,2017,5,19.149562281091157,4.187661050721033,0.3545311964744299,81.09451624461305,92.78358848383216,19.05708025146873,6.5,15.25,JPL 48
335P,2009,1,22.313968378450035,1.638014307941045,0.5434535467404357,162.2991064565882,330.8911451235497,7.275514351514871,17.0,7.75,JPL 39
336P,2006,8,18.35861582941155,2.633289599008255,0.4528615801704061,313.9646698314273,299.239955951781,18.56210800237945,8.2,19.5,JPL 30
337P,2016,7,13.482977202437848,1.654225894059269,0.4968892298097102,160.9179022525479,106.0803392354192,15.36913659322635,15.1,20.0,JPL 32
338P,2016,11,21.738511692104247,2.296507512608817,0.4111841631999029,4.654830765907479,9.852330864243037,25.37195102441599,14.9,4.5,JPL 49
339P,2009,6,25.985754894344883,1.324236749629378,0.6397897657997217,27.16268162359282,172.7758445445358,5.748418408832962,12.3,38.25,JPL 20
340P,2008,2,27.02165799744096,3.047158369428296,0.2808730505586415,36.01921657331351,291.8275498777022,2.082087301359618,15.2,4.5,JPL 26
341P,2016,5,26.628360226823414,2.513233583022039,0.414529563978522,312.3983811584063,30.06697853900645,3.798458774117374,15.5,4.5,JPL 27
343P,2017,1,27.201392659871978,2.276536983379918,0.5841760429224723,137.5831351263589,257.2660872446531,5.584329688599961,6.0,28.0,JPL 35
344P,2006,1,10.735451759471701,2.824924217701724,0.4219788898288475,140.3733039551556,273.2901626867537,3.483249059669009,5.3,25.75,JPL 30
345P,2016,7,16.84842474428551,3.155877814342823,0.2194298311784727,196.7621583813111,154.5341950081532,2.724496536262497,12.4,10.0,JPL 10
346P,2007,8,20.523486385353948,2.223522750461628,0.5038994502608614,335.752794175562,102.5647034820369,22.16788885530266,13.9,8.25,JPL 39
347P,2016,9,11.35400743413699,2.22390293047409,0.3843478036861414,98.43860181929485,261.0434949995256,11.74458052300806,17.2,4.5,JPL 14
348P,2016,6,23.10993549717565,2.213009786653214,0.3016571421272792,134.1650933124773,313.5558459830862,17.5662973859521,17.6,4.5,JPL 15
349P,2017,8,27.838048941509573,2.495933332448569,0.3005117134680512,256.2538160162016,331.815987052472,5.498770795345244,7.5,24.5,JPL 13
350P,2009,11,4.21557496593735,3.748218958302997,0.08691048633866826,150.0569129867963,65.66931688813983,7.356478065100585,11.2,10.0,JPL 24
351P,2015,11,16.760784628452246,3.12143380625182,0.2951335925359842,352.3653929538377,283.5017617968096,12.78929865177876,12.3,11.25,JPL 7
352P,2017,6,21.047400174162348,2.522709010695076,0.6176686507594734,309.3513019492269,28.14374159008106,21.06463266221625,10.9,11.75,JPL 39
353P,2009,6,23.137498898243795,2.209270140219064,0.4694333888509383,230.505218297864,121.6049127009113,28.4235564666671,8.5,25.25,JPL 15
354P,2013,5,22.002846904691193,2.003559656290488,0.1249710695668899,132.742467311955,320.2352108028575,5.255932309081645,15.5,10.0,JPL 27
355P,2011,4,24.603342748790936,1.707731303571385,0.5081234888195154,336.4011339094478,51.44154080812134,11.04421568606865,12.9,17.25,JPL 37
356P,2017,12,17.260114995792083,2.689371625250956,0.3539801855983308,226.2092777023988,160.8097896906653,9.630264091604381,7.4,23.0,JPL 15
357P,2008,12,24.04822991124301,2.511840467967793,0.4354856329732328,1.288453302995562,44.67502958150783,6.325985088819189,5.1,29.75,JPL 24
358P,2012,9,10.926195846035197,2.410377778150387,0.2361237460677253,300.5768964841654,85.77652768264377,11.05782895256222,15.7,8.5,JPL 20
359P,2017,8,21.18374584900624,3.137798637648915,0.3224832004715696,200.2484583897169,149.8064288698475,10.26282731228599,14.8,4.5,JPL 10
360P,2017,8,19.128490621284698,1.861836923620755,0.4972523594894721,354.1968182838924,2.237000769796814,24.0812450410374,18.1,4.5,JPL 16
361P,2018,7,2.6159377008051274,2.780029764778795,0.4378875177817672,219.2427910623936,203.2779390412539,13.88283421188463,4.6,23.5,JPL 18
363P,2011,12,9.062950598231401,1.506151365354722,0.5576537197362881,315.2169700065098,169.9482831878728,3.973321509202721,18.1,8.75,JPL 16
364P,2018,6,24.375858765958103,0.7983564129753246,0.7226315380972654,211.9594720895125,46.21947619284749,12.15154207598759,17.4,8.5,JPL 78
365P,2018,2,10.756636370520521,1.359121264461774,0.5733436376357244,66.39747998490796,87.44249536007237,9.836430713134988,17.0,11.0,JPL 25
366P,2012,1,5.4479882253239005,2.284924356434458,0.3473644791588395,153.5815622754661,70.79708468237243,8.853746156142739,13.1,17.25,JPL 21
367P,2011,11,29.839735621562617,2.528308873812593,0.2798824248601016,173.4791311550049,58.74147703845682,8.459532595604296,14.3,4.5,JPL 17
368P,2018,9,9.034878033086528,2.044313093057686,0.6285467045900236,118.8083462346649,258.1659980645665,15.44794848524289,14.6,8.25,JPL 28
369P,2018,10,14.75168366322096,1.952852210875451,0.5546407065751461,13.33280621318603,47.36950656054896,10.31844087977482,15.9,4.5,JPL 23
370P,2002,1,24.3648912424936,2.504422532578896,0.6122488927561334,356.8300238270115,55.2685131955288,19.36593280127702,7.2,23.0,JPL 29
371P,2010,3,26.895812968766528,2.173642097059735,0.4779866418705997,308.6436379933611,67.4106384296656,17.41329042151219,4.3,41.0,JPL 26
372P,2009,4,21.540940761287917,3.803758788568596,0.1535045617296577,27.45514073504603,325.8600836013929,9.518531668090596,7.1,15.5,JPL 35
373P,2011,11,6.626676674972604,2.305421596287522,0.3936830537329658,221.2177506253234,232.0189217886973,13.77059519301746,6.0,29.0,JPL 27
374P,2007,12,9.750363016411088,2.670591884665248,0.4625052221538856,51.42024371949419,8.161322072131073,10.79085192025232,7.4,23.75,JPL 22
375P,2018,12,20.7774369377106,1.89251923753035,0.6600393954020469,119.4342902433378,359.9740294683485,17.36983896201343,16.7,6.0,JPL 14
376P,2005,8,14.020480744694154,2.842034029253373,0.5147295862990398,285.4418628544981,315.1659677020563,1.188870473189998,9.5,14.75,JPL 32
377P,2020,7,10.07960090217214,5.036392362323467,0.2514763832055791,354.4693507748507,226.0301936931167,9.0169969377761,12.3,6.0,JPL 20
378P,2020,10,22.62152076984302,3.379379148330234,0.4669677879724091,194.3157924364893,94.51920983122908,19.10951466608594,12.3,4.5,JPL 66
379P,2012,12,13.511104066667489,2.34181801522741,0.3364887570941738,31.06869571974887,184.0618493077165,12.37945389611489,10.8,20.0,JPL 15
380P,2019,6,6.954874621140035,3.04970885778934,0.3264424975437059,90.06049931690596,133.1141286199847,8.234017625448011,7.6,20.0,JPL 15
381P,2019,9,29.737078739708288,2.283195467786864,0.6794504542615868,172.5442166411624,174.1084520861971,28.46230995052726,13.6,14.5,JPL 20
382P,2007,8,18.732034863248415,4.380349636009534,0.2762079129923584,175.5232434326658,181.6653862604481,7.86741650924758,7.0,14.25,JPL 54
383P,2006,8,30.23955626644729,1.358952375726659,0.6114264975710858,128.0610411283751,213.6372004585998,11.86778384906099,18.6,7.5,JPL 20
384P,2019,10,11.240864089621123,1.118363565066497,0.6153745348489175,37.28417018487131,354.457882915803,7.286124236314414,20.0,4.5,JPL 25
385P,2010,11,9.424803766969584,2.555233148905366,0.4022688344123367,44.32879177775369,357.1573447659554,16.85565066377397,7.4,25.0,JPL 28
386P,2012,6,21.173026871075464,2.359299432738824,0.4177656004943728,353.3509394959233,134.9791163246206,15.24430739254676,13.5,12.75,JPL 18
387P,2019,9,5.366493091192673,1.267166267803022,0.7359514686105834,162.7768627464939,259.3559979133116,8.899824379396648,14.2,20.0,JPL 22
388P,2019,7,22.37036480616051,1.996757376424133,0.6188929135849254,42.47154064751541,37.1550974492975,23.88047648396573,10.9,18.25,JPL 19
389P,2020,1,2.849407907185301,1.659623279516638,0.7046692924261683,249.4903017510053,218.811241734605,160.0719180720845,14.3,19.5,JPL 17
390P,2020,3,23.98061176716668,1.709013900395427,0.7058317037876256,231.7377530082338,152.7185746758068,18.52210384353934,12.2,10.25,JPL 30
391P,2008,2,19.97474607850521,4.119480773613295,0.1198231170077837,186.8848491704026,124.76216051,21.27462597328817,9.9,10.0,JPL 30
392P,2005,1,10.425883250015973,1.954181356929891,0.6825308876884056,71.99831359914873,25.10700528041635,4.936927870446732,16.4,6.25,JPL 29
393P,2009,5,26.35496986706793,4.202100815022827,0.1196916028166549,328.5781186034325,36.41113597114986,16.80709420544185,7.6,16.75,JPL 21
394P,2019,11,29.932488733612928,2.736487468010466,0.3692683747221871,54.47988476361219,98.15085618497059,8.527306508609817,16.9,4.5,JPL 4
395P,2021,12,30.49631519981898,4.06489273961022,0.3821384281384576,89.96603688355293,223.5492593793323,3.276954824182846,9.9,10.0,JPL 84
396P,2019,8,29.135579419160624,3.983115758864576,0.4178039450299349,8.678978423812435,136.6633980037463,5.434039907625668,15.7,4.5,JPL 14
397P,2020,6,20.078147488058438,2.317879871261889,0.3998933328526698,12.39132270696575,9.010964952814003,11.0322020882915,15.5,4.5,JPL 14
398P,2020,12,26.744425243271273,1.305693408461483,0.5825681722228075,320.2347116481228,127.4629671897791,11.01527053681131,15.3,10.5,JPL K202/1
399P,2021,5,26.65734589475382,2.127406055747856,0.4418679152892986,213.3233271033624,207.5648176759704,13.34607071601744,15.9,4.5,JPL 51
400P,2021,2,9.941405756874062,2.104116038660454,0.4090133918688614,238.7107372768876,176.4054977248881,10.92636462316654,13.7,12.5,JPL 13
401P,2006,5,7.702334277639861,2.37958711622771,0.5820016778734661,310.2431274208103,0.09584445251549789,12.86503696791764,10.8,14.75,JPL 36
402P,2021,12,9.717528977084005,3.916327692164622,0.4388287655773685,326.9805140364279,123.1330003377349,30.89365782155758,6.3,13.5,JPL 116
403P,2020,9,15.361269104086887,2.684425664693023,0.5036577646966457,277.851227128973,163.8513401056338,12.3233204714248,7.1,23.5,JPL 20
404P,2023,6,19.53015410775199,4.651090109216168,0.09504566649329817,139.0222392209258,264.3501100067005,9.815041592432943,13.4,5.5,JPL 65
405P,2020,12,24.59190066048138,1.121216987176543,0.6891469970464021,112.2928210086565,3.311168170951252,9.365069228129025,18.8,4.5,JPL 56
406P,2007,8,26.823144846364965,1.465341361436844,0.5740435193969321,353.0703673613406,8.807181648580237,1.433949808422999,16.7,17.75,JPL 21
407P,2020,1,31.823720380540415,2.124832132742888,0.3849651356297907,92.33961446879438,80.83592575319918,4.896247935011699,7.2,29.25,JPL 19
408P,2022,9,28.377784376944827,3.498809772985435,0.2697372609615586,224.2318423654676,190.0711443365378,19.22086441975129,6.8,15.25,JPL 97
409P,2021,1,25.708083516272442,1.751019978732988,0.7107211250580067,15.04481403055242,143.7817485227247,17.14458713694124,14.2,8.75,JPL 41
410P,2021,6,23.584789478558413,3.247010388354751,0.5103854458356228,313.0997470143788,139.9803291251294,9.393813097803811,15.2,4.5,JPL 21
411P,2007,1,22.891880578435277,2.427633770641995,0.5819651795568538,46.66631046258232,77.81817962078357,12.39395486076224,14.7,10.0,JPL 19
412P,2015,6,14.00114175108191,1.612615476552486,0.4809020234534285,155.9628736319457,0.8566169438432921,8.937369174251629,15.2,20.0,JPL 14
413P,2021,7,19.270128006883485,2.139832480856673,0.4238411300792282,185.8984734397897,39.06317404407142,15.98411862009985,13.9,9.25,JPL 40
414P,2021,1,25.386224227412313,0.5263641976783546,0.8116914310170916,210.7364768797551,257.7886052560743,23.38406036151275,16.0,22.0,JPL 10
415P,2021,2,16.163384545371088,3.311953044451612,0.1951637711790928,346.4501783825214,160.3255722714232,31.78934003412041,7.4,19.0,JPL 26
416P,2013,2,7.5361662714525,2.180024726543318,0.4557207646603724,134.6689528403834,355.8025950332922,3.365406679577974,16.1,10.0,JPL 21
417P,2021,4,21.910039182897744,1.492286160530143,0.5545937521724229,129.3974229632327,111.3571884182025,8.12911527336993,17.5,6.75,JPL 21
418P,2010,4,19.088372160642546,1.715750898773854,0.6637173442150731,306.8874999605916,277.8629046106664,5.780389972268752,13.9,10.0,JPL 51
419P,2015,3,15.488661814665578,2.542153935865307,0.2785047911355785,187.2574957054575,40.42490590949994,2.804439719307933,7.2,23.25,JPL 35
420P,2009,7,2.792314656213148,2.791046615206477,0.4945635556398195,157.78813889,174.0915606340793,14.44468701474081,14.3,7.0,JPL 26
421P,2009,9,9.01717741942316,1.649202492617911,0.6753839951264226,259.9007112584502,55.68359453080778,10.09447770435546,13.7,13.25,JPL 19
422P,2006,5,28.14263466957484,3.092403316410185,0.506118285390059,305.9939214894796,36.0858324628694,39.58951051236691,7.1,18.0,JPL 32
423P,2021,9,24.01398266801544,5.418518778637122,0.1200548001688772,80.71280960661386,33.34749137871738,8.34889795933537,13.8,4.5,JPL 17
424P,2012,8,16.583853423967152,1.351983424058798,0.6927791168172328,312.4459057468348,51.61998957700258,8.637782687182307,17.8,4.5,JPL 27
425P,2021,9,21.01539985342251,2.901290215873346,0.5424065721388538,200.2185930723929,210.3406780117091,16.42807487120746,7.2,20.25,JPL 33
426P,2018,1,7.853598096234838,2.675438496127442,0.1607193833667048,119.4913245258692,280.522813947608,17.77382060118086,17.3,4.5,JPL 10
427P,2017,7,28.023880277872408,2.178224137233432,0.3130449821713865,99.94433659440091,252.391000533185,11.84937247697186,10.7,19.25,JPL 14
428P,2014,11,14.571968250057362,1.675591481732927,0.5189567440101669,36.93747956801395,299.3224093068748,8.514131706177983,11.7,22.75,JPL 24
429P,2008,11,2.836388149651296,1.722965738974495,0.5066667409459554,72.0639764657075,325.1491026656515,7.748614730713972,12.1,25.0,JPL 42
430P,2016,6,14.592831402888438,1.554417526197436,0.4996693993150876,94.57182891447428,54.6918870759665,4.474475753610604,16.9,5.5,JPL 33
431P,2015,9,9.334591175407848,1.762762008967946,0.4879250188949625,199.4404947093572,203.270118392074,22.6717430030366,12.0,19.5,JPL 33
432P,2021,8,31.034227104481634,2.300215982238348,0.2425418686174104,105.3797695300127,239.2143631792976,10.07004746203012,18.4,4.5,JPL 7
434P,2021,10,23.892098992990082,3.023218665354014,0.2714685285027084,126.9023712862379,289.0040622697405,6.317665641458376,9.2,18.0,JPL 29
435P,2016,4,30.65964216159139,2.056387045220745,0.3185969514520742,244.3678532148485,98.5615231294831,18.88913613547669,18.8,4.75,JPL 4
436P,2007,9,27.76182218333219,1.923695394472997,0.6718366392279791,283.069779680528,87.39792016878512,20.20621903203267,11.3,23.0,JPL 19
437P,2012,11,24.195278959969965,3.409729908437207,0.2522585257055954,206.6250642662352,245.8980080698107,3.690020395240512,7.7,20.0,JPL 8
438P,2005,4,11.460741772956876,2.210528740929976,0.4220096693589978,58.37036306318198,260.6168621231009,8.339024017446414,17.8,4.5,JPL 13
439P,2009,1,23.964646677285753,1.646305941918471,0.5098379404940234,337.6472794130929,59.10041008775877,6.957515118226087,12.4,23.25,JPL 14
440P,2022,3,26.464822047967235,2.046754936610259,0.7610764571274878,183.2910859434764,329.0319673862089,12.37982648916137,7.4,32.25,JPL 34
441P,2017,4,8.47120017322742,3.327203612786466,0.1951221462740425,178.4199512136416,143.6442078129748,2.573081797718464,16.1,4.5,JPL 17
442P,2022,8,20.86708034992258,2.328411435017337,0.5315740238452433,310.9736131478333,32.03412391088596,6.053175954829626,10.6,19.0,JPL 42
443P,2022,10,9.637048038337175,2.956509964584527,0.2845467604326229,145.0055753206066,108.961042537022,19.88668177263756,6.7,22.75,JPL 21
444P,2022,7,10.34610780555618,1.473091175543837,0.5703954349596287,170.877382111748,89.41476494974168,22.12570591363002,16.7,9.0,JPL 26
445P,2022,8,19.25075168355309,2.384194876416291,0.4124443152957599,213.7308338574947,126.5505617022431,1.088185024809366,14.5,9.5,JPL 38
446P,2012,8,14.921020908715255,1.617289517694768,0.6469227927512213,344.6608054859598,336.4360862891542,16.56886858426953,17.5,7.0,JPL 37
447P,2022,8,1.4824439337419908,4.665882903040652,0.1807231664246145,95.08599863991759,302.8344462482273,7.414149116655731,7.6,16.5,JPL 7
448P,2022,9,7.963940803666841,2.109194109612711,0.4189613553441672,219.0243511101344,161.7801912269228,12.15276262738436,18.0,4.5,JPL 23
449P,2020,11,23.607343069145788,1.874781901603815,0.4789898364035546,176.6516435389448,242.5709710124817,15.45923485213938,8.6,37.75,JPL 14
450P,2004,9,12.556549173853217,5.447623845165791,0.3128581877908795,21.55776945887206,124.9449744494116,10.57260444691801,6.6,11.5,JPL 51
451P,2007,1,17.163168959403148,2.795689333723341,0.5574377293039233,186.9008146679993,301.041987901983,26.49368391450615,11.6,15.0,JPL 14
452P,2023,4,24.113116551674977,4.159275340181329,0.4279623005346584,37.29501006225464,123.7980660024904,6.425634521099902,13.2,4.5,JPL 32
453P,2023,3,2.9955825114508796,2.278540948711622,0.582439386738677,70.81636366435298,42.89745351708728,27.06770895848853,11.4,16.75,JPL 28
454P,2022,7,25.45524070750705,2.686682181631284,0.3615443305563038,19.83402726170409,54.60851535563908,19.80608856812001,13.6,12.5,JPL 7
455P,2017,7,23.66826969171847,2.195173199979857,0.3042072342983194,237.9399284482539,146.2115748723628,14.13804686028834,9.4,31.25,JPL 4
456P,2019,9,4.536647673298067,2.789346254166863,0.1187420955698545,234.6910792378843,243.2247673872122,16.9615010602267,10.0,19.0,JPL 13
457P,2020,5,4.21180738551015,2.329284694786922,0.1198325369826213,104.9340227716445,176.0101158239915,5.222108960853592,16.1,10.0,JPL 9
458P,2022,10,30.043161660432848,2.645015552424224,0.3150084004470165,104.3647285026932,1.6251346284173,13.60639497286379,9.2,22.5,JPL 2
459P,2017,1,27.74376787224007,1.603552544264073,0.5217312086685847,189.8570984066449,272.0891021226579,13.67680600279355,17.2,4.5,JPL 52
460P,2016,3,15.516881361091864,1.008577198658916,0.6662529585051395,351.8967232772523,180.5336813221037,18.91867269133972,20.9,4.5,JPL 60
461P,2021,10,5.027487492552431,1.34857295173988,0.5703576497852976,174.7782612266217,194.4003345399403,18.41217973004712,17.5,14.25,JPL 24
462P,2022,8,2.4027695112691205,2.063184987203566,0.577915748363004,4.418872976483,322.9202027227766,7.027358851402445,16.5,8.0,JPL 19
463P,2023,3,30.080404390189802,0.5207943211629997,0.8250365358344174,215.8050519007054,283.8367393823148,29.49661596649506,18.3,8.5,JPL 21
464P,2023,2,28.41350966673639,3.372245588343826,0.2809938101758193,267.7319729163519,309.6073976930223,21.66570491735702,7.0,17.75,JPL 19
465P,2008,8,18.760719799406353,2.318516008863058,0.6140114001161707,141.3949074610851,217.9667152701374,25.85422230579938,9.0,19.25,JPL 46
466P,2023,5,3.3972952345367013,2.159117627636512,0.4665246984787664,196.4975496642058,119.887376498144,12.23604614865947,12.3,16.0,JPL 10
1879 M1,1879,4,27.92517760408432,0.8963644122870428,1.0,3.742746339649675,47.45264108264573,107.0446361700477,6.1,17.75,JPL 2
1898 F1,1898,3,17.63204851747294,1.095261706888033,0.9803682077450354,47.30806118604104,263.8673255461873,72.52926260157666,6.3,10.5,JPL 2
1898 R1,1898,10,21.039028464510068,0.4204812042222061,1.000034068376416,162.3636923834316,36.29147474380338,28.85833308632357,7.5,4.5,JPL 2
1900 O1,1900,8,3.70094461754044,1.014833970792062,1.000298892153415,12.42288981442381,329.4123405415896,62.53267369667099,7.9,14.0,JPL 6
1906 B1,1905,12,22.7854888318461,1.296230084228027,0.9998477167552965,89.8433591241922,287.7080821514433,126.4424038686241,7.0,16.75,JPL 10
1913 Y1,1914,10,26.769092876338334,1.104414044073785,1.000140466736294,97.4691083358437,60.39740680212475,68.04270989906651,4.8,4.25,JPL 3
1914 F1,1914,6,4.690553415957408,1.198605855721825,1.000624130044193,72.22133849961196,200.121660924461,23.91960458473324,11.2,4.5,JPL 3
1914 J1,1914,5,8.87800779749493,0.5431886349620859,1.000133303871513,116.4160351787003,33.85391359303172,112.979407530138,9.0,8.0,JPL 3
1915 C1,1915,7,17.65064327675772,1.005323568678039,1.000275632729316,247.7822263793256,73.45306750729253,54.79149015521837,7.6,4.5,JPL 3
1916 G1,1917,6,17.074055124075105,1.686430803053937,0.9994218325612461,120.6211112127107,184.4573408438843,25.65872680056235,5.9,15.75,JPL 2
1917 F1,1917,4,11.175420955989571,0.1901937074766215,0.993058227782871,121.3136763048433,88.67459867129705,32.68731667605889,11.0,16.0,JPL 2
1917 H1,1917,5,18.706844902505036,0.76416988084517,1.000064710793971,119.1480654730817,10.82961778574444,158.7392670349381,12.0,31.25,JPL 2
1919 Q2,1919,12,7.817481035242825,1.115203618002338,0.9997785887492251,185.7644451488193,122.097279220887,46.38315800414978,5.1,11.5,JPL 2
1931 O1,1931,6,11.749203634701367,1.046194951708566,0.9784511602778915,320.0911351137149,192.2526215310513,42.30241346735011,5.7,4.75,JPL 2
1932 M1,1932,9,24.554631991559514,1.647380424084103,1.000476015936488,69.78882531994272,246.0899286693843,78.3884013368044,11.1,4.5,JPL 2
1932 M2,1932,9,20.8848035126203,2.312627165741982,0.9992944636212685,329.6306776787413,216.0801156304305,124.9768975087974,6.1,4.5,JPL 2
1932 P1,1932,9,1.8534019179774304,1.037228224314793,0.9768126124217033,38.4667487984554,345.4661714561323,71.72295785400152,8.1,38.25,JPL 2
1932 Y1,1932,12,30.515403268289052,1.130648625402238,0.9713983413277945,327.3476577868852,78.5966211073891,24.50089486855943,8.6,19.5,JPL 2
1933 D1,1933,2,6.696802967683947,1.000678651794773,0.9999987288461322,135.9842118215669,312.4667769514201,86.68037351127141,11.3,12.0,JPL 2
1935 A1,1935,2,26.46957031881684,0.8111434802480518,0.9913280376097711,18.3990618113684,92.44415295541788,65.42415645741448,11.2,21.0,JPL 2
1936 K1,1936,7,8.961446655816331,1.099895301523295,0.9921364159620218,148.4802278771078,134.9407561710285,78.55015947746368,6.6,19.25,JPL 2
